eventID,occurrenceID,basisOfRecord,eventDate,scientificName,taxonRank,taxonID,specificEpithet,genus,family,order,class,phylum,kingdom,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,countryCode,individualCount,organismQuantity,organismQuantityType,recordedBy
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Achnanthes Bory, 1822",HumanObservation,2015-03,"Achnanthes Bory, 1822",genus,urn:lsid:marinespecies.org:taxname:149191,,Achnanthes,Achnanthaceae,Achnanthales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,700,700,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Actinocyclus C.G. Ehrenberg, 1837",HumanObservation,2015-03,"Actinocyclus C.G. Ehrenberg, 1837",genus,urn:lsid:marinespecies.org:taxname:148944,,Actinocyclus,Hemidiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,400,400,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Actinoptychus C.G. Ehrenberg, 1843",HumanObservation,2015-03,"Actinoptychus C.G. Ehrenberg, 1843",genus,urn:lsid:marinespecies.org:taxname:148947,,Actinoptychus,Heliopeltaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,300,300,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Alexandrium tamarense (Lebour) Balech, 1995",HumanObservation,2015-03,"Alexandrium tamarense (Lebour) Balech, 1995",species,urn:lsid:marinespecies.org:taxname:109714,tamarense,Alexandrium,Ostreopsidaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,300,300,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Amphidinium Claperède & Lachmann, 1859",HumanObservation,2015-03,"Amphidinium Claperède & Lachmann, 1859",genus,urn:lsid:marinespecies.org:taxname:109473,,Amphidinium,Amphidiniaceae,Amphidiniales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Anabaena Bory de Saint-Vincent ex Bornet & Flahault, 1886",HumanObservation,2015-03,"Anabaena Bory de Saint-Vincent ex Bornet & Flahault, 1886",genus,urn:lsid:marinespecies.org:taxname:146585,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,10.402056,124.005042,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Biddulphia S.F. Gray, 1821",HumanObservation,2015-03,"Biddulphia S.F. Gray, 1821",genus,urn:lsid:marinespecies.org:taxname:148967,,Biddulphia,Biddulphiaceae,Biddulphiales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Ceratocorys Stein, 1883",HumanObservation,2015-03,"Ceratocorys Stein, 1883",genus,urn:lsid:marinespecies.org:taxname:109507,,Ceratocorys,Ceratocoryaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,400,400,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Chaetoceros danicus Cleve, 1889",HumanObservation,2015-03,"Chaetoceros danicus Cleve, 1889",species,urn: lsid: marinespecies.org: taxname: 149120,danicus,Chaetoceros,Chaetocerotaceae,Chaetocerotanae incertae sedis,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,200,200,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Cocconeis C.G. Ehrenberg, 1837",HumanObservation,2015-03,"Cocconeis C.G. Ehrenberg, 1837",genus,urn:lsid:marinespecies.org:taxname:148989,,Cocconeis,Cocconeidaceae,Achnanthales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,1000,1000,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Coscinodiscus C.G. Ehrenberg, 1839",HumanObservation,2015-03,"Coscinodiscus C.G. Ehrenberg, 1839",genus,urn:lsid:marinespecies.org:taxname:148917,,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,3300,3300,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Cylindrotheca L. Rabenhorst, 1859",HumanObservation,2015-03,"Cylindrotheca L. Rabenhorst, 1859",genus,urn:lsid:marinespecies.org:taxname:149003,,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,500,500,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Gonyaulax Diesing, 1866",HumanObservation,2015-03,"Gonyaulax Diesing, 1866",genus,urn:lsid:marinespecies.org:taxname:109519,,Gonyaulax,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,1500,1500,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Guinardia striata (Stolterfoth) Hasle, 1996",HumanObservation,2015-03,"Guinardia striata (Stolterfoth) Hasle, 1996",species,urn:lsid:marinespecies.org:taxname:149113,striata,Guinardia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Gymnodinium F. Stein, 1878",HumanObservation,2015-03,"Gymnodinium F. Stein, 1878",genus,urn:lsid:marinespecies.org:taxname:109475,,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,500,500,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Gyrodinium Kofoid & Swezy, 1921",HumanObservation,2015-03,"Gyrodinium Kofoid & Swezy, 1921",genus,urn:lsid:marinespecies.org:taxname:109476,,Gyrodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,400,400,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Hemiaulus P.A.C. Heiberg, 1863",HumanObservation,2015-03,"Hemiaulus P.A.C. Heiberg, 1863",genus,urn:lsid:marinespecies.org:taxname:163248,,Hemiaulus,Hemiaulaceae,Hemiaulales,Bacillariophyceae,Ochrophyta,Chromista,10.402056,124.005042,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Katodinium Fott, 1957",HumanObservation,2015-03,"Katodinium Fott, 1957",genus,urn:lsid:marinespecies.org:taxname:109477,,Katodinium,Tovelliaceae,Tovelliales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,400,400,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Peridinium Ehrenberg, 1830",HumanObservation,2015-03,"Peridinium Ehrenberg, 1830",genus,urn:lsid:marinespecies.org:taxname:109549,,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,2100,2100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Planktothrix Anagnostidis & Komárek, 1988",HumanObservation,2015-03,"Planktothrix Anagnostidis & Komárek, 1988",genus,urn:lsid:marinespecies.org:taxname:146551,,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,10.402056,124.005042,WGS84,50,PH,4100,4100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Prorocentrum Ehrenberg, 1834",HumanObservation,2015-03,"Prorocentrum Ehrenberg, 1834",genus,urn:lsid:marinespecies.org:taxname:109566,,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,600,600,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Protoperidinium claudicans (Paulsen, 1907) Balech, 1974",HumanObservation,2015-03,"Protoperidinium claudicans (Paulsen, 1907) Balech, 1974",species,urn:lsid:marinespecies.org:taxname:163862,claudicans,Protoperidinium,Protoperidiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,400,400,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Protoperidinium oblongum (Aurivillius) Parke & Dodge, 1976",HumanObservation,2015-03,"Protoperidinium oblongum (Aurivillius) Parke & Dodge, 1976",species,urn:lsid:marinespecies.org:taxname:110238,oblongum,Protoperidinium,Protoperidiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista,10.402056,124.005042,WGS84,50,PH,800,800,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:phytoplankton,"LiloanMPA:S01:2015-03:phytoplankton:Pseudonitzschia Yamaguti, 1965",HumanObservation,2015-03,"Pseudo-nitzschia H. Peragallo in H. Peragallo & M. Peragallo, 1900",genus,urn:lsid:marinespecies.org:taxname:149151,,Pseudo-nitzschia,Bacillariaceae ,Bacillariales,Bacillariophyceae,Ochrophyta ,Chromista,10.402056,124.005042,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Ammonia Brünnich, 1771",HumanObservation,2015-03,"Ammonia Brünnich, 1771",genus,urn:lsid:marinespecies.org:taxname:112078,,Ammonia,Ammoniidae,Rotaliida,Globothalamea,Foraminifera,Chromista,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,LiloanMPA:S01:2015-03:zooplankton:Bivalvia,HumanObservation,2015-03,Bivalvia,class,urn:lsid:marinespecies.org:taxname:105,,,,,Bivalvia,Mollusca,Animalia,10.402056,124.005042,WGS84,50,PH,75,75,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Calanus Leach, 1816",HumanObservation,2015-03,"Calanus Leach, 1816",genus,urn:lsid:marinespecies.org:taxname:104152,,Calanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Canthocalanus Scott A., 1909",HumanObservation,2015-03,"Canthocalanus Scott A., 1909",genus,urn:lsid:marinespecies.org:taxname:204079,,Canthocalanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Cassidulina d'Orbigny, 1826",HumanObservation,2015-03,"Cassidulina d'Orbigny, 1826",genus,urn:lsid:marinespecies.org:taxname:112120,,Cassidulina,Cassidulinidae,Rotaliida,Globothalamea,Foraminifera,Chromista,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Clausocalanus Giesbrecht, 1888",HumanObservation,2015-03,"Clausocalanus Giesbrecht, 1888",genus,urn:lsid:marinespecies.org:taxname:104161,,Clausocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,10,10,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,LiloanMPA:S01:2015-03:zooplankton:Copepoda,HumanObservation,2015-03,Copepoda,class,urn:lsid:marinespecies.org:taxname:1080,,,,,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,35,35,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Cosmocalanus Bradford & Jillett, 1974",HumanObservation,2015-03,"Cosmocalanus Bradford & Jillett, 1974",genus,urn:lsid:marinespecies.org:taxname:346315,,Cosmocalanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Discorbis Lamarck, 1804",HumanObservation,2015-03,"Discorbis Lamarck, 1804",genus,urn:lsid:marinespecies.org:taxname:112144,,Discorbis,Discorbidae,Rotaliida,Globothalamea,Foraminifera,Chromista,10.402056,124.005042,WGS84,50,PH,15,15,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Ditrichocorycaeus Dahl M., 1912",HumanObservation,2015-03,"Ditrichocorycaeus Dahl M., 1912",genus,urn:lsid:marinespecies.org:taxname:128635,,Ditrichocorycaeus,Corycaeidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Elphidium Montfort, 1808",HumanObservation,2015-03,"Elphidium Montfort, 1808",genus,urn:lsid:marinespecies.org:taxname:112162,,Elphidium,Elphidiidae,Rotaliida,Globothalamea,Foraminifera,Chromista,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,LiloanMPA:S01:2015-03:zooplankton:Foraminifera,HumanObservation,2015-03,Foraminifera,phylum,urn:lsid:marinespecies.org:taxname:1410,,,,,,Foraminifera,Chromista,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,LiloanMPA:S01:2015-03:zooplankton:Gastropoda,HumanObservation,2015-03,Gastropoda,class,urn:lsid:marinespecies.org:taxname:101,,,,,Gastropoda,Mollusca,Animalia,10.402056,124.005042,WGS84,50,PH,5,5,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Oikopleura Mertens, 1830",HumanObservation,2015-03,"Oikopleura Mertens, 1830",genus,urn:lsid:marinespecies.org:taxname:103367,,Oikopleura,Oikopleuridae,Copelata,Appendicularia,Chordata,Animalia,10.402056,124.005042,WGS84,50,PH,10,10,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Oithona Baird, 1843",HumanObservation,2015-03,"Oithona Baird, 1843",genus,urn:lsid:marinespecies.org:taxname:106485,,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,15,15,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Oncaea Philippi, 1843",HumanObservation,2015-03,"Oncaea Philippi, 1843",genus,urn:lsid:marinespecies.org:taxname:128690,,Oncaea,Oncaeidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,25,25,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,"LiloanMPA:S01:2015-03:zooplankton:Paracalanus Boeck, 1865",HumanObservation,2015-03,"Paracalanus Boeck, 1865",genus,urn:lsid:marinespecies.org:taxname:104196,,Paracalanus,Paracalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,10.402056,124.005042,WGS84,50,PH,10,10,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,LiloanMPA:S01:2015-03:zooplankton:Polychaeta,HumanObservation,2015-03,Polychaeta,class,urn:lsid:marinespecies.org:taxname:883,,,,,Polychaeta,Annelida,Animalia,10.402056,124.005042,WGS84,50,PH,10,10,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S01:2015-03:zooplankton,LiloanMPA:S01:2015-03:zooplankton:Stenosemella Jörgensen,HumanObservation,2015-03,Stenosemella Jörgensen,genus,urn:lsid:marinespecies.org:taxname:178825,,Stenosemella,Codonellopsidae,Choreotrichida,Oligotrichea,Ciliophora,Chromista,10.402056,124.005042,WGS84,50,PH,30,30,individual per liter,Brisneve Edullantes | Lorraine Louise Vicentuan
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Actinocyclus C.G. Ehrenberg, 1837",HumanObservation,2015-03,"Actinocyclus C.G. Ehrenberg, 1837",genus,urn:lsid:marinespecies.org:taxname:148944,,Actinocyclus,Hemidiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,200,200,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Actinoptychus C.G. Ehrenberg, 1843",HumanObservation,2015-03,"Actinoptychus C.G. Ehrenberg, 1843",genus,urn:lsid:marinespecies.org:taxname:148947,,Actinoptychus,Heliopeltaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,200,200,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Alexandrium tamarense (Lebour) Balech, 1995",HumanObservation,2015-03,"Alexandrium tamarense (Lebour) Balech, 1995",species,urn:lsid:marinespecies.org:taxname:109714,tamarense,Alexandrium,Ostreopsidaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,300,300,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Amphidinium Claperède & Lachmann, 1859",HumanObservation,2015-03,"Amphidinium Claperède & Lachmann, 1859",genus,urn:lsid:marinespecies.org:taxname:109473,,Amphidinium,Amphidiniaceae,Amphidiniales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Chaetoceros danicus Cleve, 1889",HumanObservation,2015-03,"Chaetoceros danicus Cleve, 1889",species,urn: lsid: marinespecies.org: taxname: 149120,danicus,Chaetoceros,Chaetocerotaceae,Chaetocerotanae incertae sedis,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,800,800,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Cocconeis C.G. Ehrenberg, 1837",HumanObservation,2015-03,"Cocconeis C.G. Ehrenberg, 1837",genus,urn:lsid:marinespecies.org:taxname:148989,,Cocconeis,Cocconeidaceae,Achnanthales,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,1800,1800,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Coscinodiscus C.G. Ehrenberg, 1839",HumanObservation,2015-03,"Coscinodiscus C.G. Ehrenberg, 1839",genus,urn:lsid:marinespecies.org:taxname:148917,,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,2200,2200,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Cylindrotheca L. Rabenhorst, 1859",HumanObservation,2015-03,"Cylindrotheca L. Rabenhorst, 1859",genus,urn:lsid:marinespecies.org:taxname:149003,,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,900,900,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Gonyaulax Diesing, 1866",HumanObservation,2015-03,"Gonyaulax Diesing, 1866",genus,urn:lsid:marinespecies.org:taxname:109519,,Gonyaulax,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,1500,1500,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Hobaniella longicruris (Greville) P.A. Sims & D.M. Williams in Sims et al., 2018",HumanObservation,2015-03,"Hobaniella longicruris (Greville) P.A. Sims & D.M. Williams in Sims et al., 2018",species,urn:lsid:marinespecies.org:taxname:1322468,longicruris,Hobaniella,Triceratiaceae,Triceratiales,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Karlodinium J.Larsen, 2000",HumanObservation,2015-03,"Karlodinium J.Larsen, 2000",genus,urn:lsid:marinespecies.org:taxname:231789,,Karlodinium,Kareniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,400,400,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Navicula J.B.M. Bory de Saint-Vincent, 1822",HumanObservation,2015-03,"Navicula J.B.M. Bory de Saint-Vincent, 1822",genus,urn:lsid:marinespecies.org:taxname:149142,,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Octactis speculum (Ehrenberg) F.H.Chang, J.M.Grieve & J.E.Sutherland, 2017",HumanObservation,2015-03,"Octactis speculum (Ehrenberg) F.H.Chang, J.M.Grieve & J.E.Sutherland, 2017",species,urn:lsid:marinespecies.org:taxname:1310442,speculum,Octactis,Dictyochaceae,Dictyochales,Dictyochophyceae,Ochrophyta,Chromista,10.40275,124.008306,WGS84,50,PH,200,200,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Peridinium Ehrenberg, 1830",HumanObservation,2015-03,"Peridinium Ehrenberg, 1830",genus,urn:lsid:marinespecies.org:taxname:109549,,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,1200,1200,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Planktothrix Anagnostidis & Komárek, 1988",HumanObservation,2015-03,"Planktothrix Anagnostidis & Komárek, 1988",genus,urn:lsid:marinespecies.org:taxname:146551,,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,10.40275,124.008306,WGS84,50,PH,6900,6900,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Polykrikos Bütschli, 1873",HumanObservation,2015-03,"Polykrikos Bütschli, 1873",genus,urn:lsid:marinespecies.org:taxname:109485,,Polykrikos,Polykrikaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,100,100,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Prorocentrum Ehrenberg, 1834",HumanObservation,2015-03,"Prorocentrum Ehrenberg, 1834",genus,urn:lsid:marinespecies.org:taxname:109566,,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,2500,2500,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S08:2015-03:phytoplankton:Protoceratium reticulatum (Claparède & Lachmann) Bütschli, 1885",HumanObservation,2015-03,"Protoceratium reticulatum (Claparède & Lachmann) Bütschli, 1885",species,urn: lsid: marinespecies.org: taxname: 110321,reticulatum,Protoceratium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,200,200,individual per liter,Brisneve Edullantes | Angelito Ortiz
LiloanMPA:S02:2015-03:phytoplankton,"LiloanMPA:S02:2015-03:phytoplankton:Protoperidinium claudicans (Paulsen, 1907) Balech, 1974",HumanObservation,2015-03,"Protoperidinium claudicans (Paulsen, 1907) Balech, 1974",species,urn:lsid:marinespecies.org:taxname:163862,claudicans,Protoperidinium,Protoperidiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista,10.40275,124.008306,WGS84,50,PH,1400,1400,individual per liter,Brisneve Edullantes | Angelito Ortiz
